,link,moviename,vote_average,vote_count,img,director,scriptwriter,actors,place,language,secName,types,long,years,overview
54,https://movie.douban.com/subject/26675795/,醉玲珑,5.7,31418.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2448648049.jpg,林玉芬,韩佩贞,刘诗诗, 中国大陆, 汉语普通话, Lost Love in Times,"['剧情', '爱情', '古装']", 45分钟,2017.0,远离尘世喧嚣、隐居深山的巫族凭借本族的发力匡扶君王，守护百姓。美丽的凤卿尘（刘诗诗 饰）是巫族圣巫女，她机敏可爱，单纯执着。偶然机缘，凤卿尘救下了西魏四皇子元凌（陈伟霆 饰）。元凌英姿飒爽，骁勇果敢，战功赫赫的他被称为战神。可是他也因此遭到周围的皇子甚至父皇的忌惮。经过一段时间的相处，元凌和善良的凤卿尘两情相悦，他不顾祖制，坚决要迎娶这个女孩为后。另一方面，元凌的兄弟发生兵变，他自身也被逼到死亡的关头。危急时刻，凤卿尘使用巫族的圣物九转玲珑石，重构了整个世界。在全新的世界里，凤卿尘邂逅了已经不认识自己的元凌……
55,https://movie.douban.com/subject/1482079/,别惹蚂蚁 The Ant Bully,7.1,29423.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1096547573.jpg,约翰·A·戴维斯,约翰·A·戴维斯,朱莉娅·罗伯茨, 美国, 英语, 联合缩小兵(台) / 小蚁霸(港) / 蚂蚁欺负者 / 流氓蚂蚁 / 蚂蚁恶少,"['喜剧', '动画', '家庭', '奇幻', '冒险']",88,2006.0,想象下你是个在校没朋友，没人陪你玩，又被恶霸欺负的小孩？这是件多么可怕的事。在华纳兄弟出品的动画片《别惹蚂蚁》里的主人公就遇到这种状况。
56,https://movie.douban.com/subject/1307704/,至尊计状元才 至尊計狀元才,6.3,2989.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2554468884.jpg,黄泰来,王晶,谭咏麟, 中国香港, 粤语 / 英语," No Risk, No Gain / Casino Raiders - The Sequel","['剧情', '犯罪']",108,1990.0,在美国赌坛叱咤风云的至尊雷力（谭咏麟 饰）接受台湾赌王蔡山河（陈松勇 饰）的挑战，两个赌坛传奇准备在澳门展开风云对决。赴约途中，雷力先去香港探望多年未见的表妹，结果遭遇小老千莱斯利（陈百祥 饰）和大弟（刘德华 饰），二人合谋骗去雷力的钱财，并害其身陷囹圄。在得知雷力身份后，利欲熏心的他们更胆大包天冒充至尊前往澳门。
57,https://movie.douban.com/subject/30148258/,绝世千金 第一季,5.9,5893.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2545483133.jpg,元德,王天楚,龚俊, 中国大陆, 汉语普通话, 好色千金,"['爱情', '奇幻', '古装']", 38分钟,2019.0,女主林洛景穿越后成为宰相千金并被赐婚，却不知这只是一段阴谋的开始，若要回到现实世界，唯一方法便是攻略游戏中的男主角。过程中，她邂逅了霸道深情的渊亲王钟无寐、内敛俊逸的侍卫柳修文、风流不羁的富商之子江轩宇、清雅冷傲的剑宗花应迟、邪魅狂狷的靖远王金辰，在面对各色男性角色 的不断示好，经历了多番磨难，林洛景也渐渐看清了自己的真心，谁知却渐渐陷入了前朝纠葛与身世之谜的重重陷阱，步步惊魂，险象环生 ，在生死关头，林洛景该如何抉择？
58,https://movie.douban.com/subject/2229427/,出埃及记,7.1,29133.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2363763528.jpg,彭浩翔,卓韵芝,任达华, 中国香港, 粤语, Exodos / Exodus,"['剧情', '喜剧', '犯罪']",94,2007.0,警察詹建业（任达华 饰）给一个在女厕偷窥的疑犯关炳文（张家辉 饰）录口供。关炳文不认罪，却说在厕所听到了有几个女人在商量用奇特药物杀死所有坏男人。建业虽然觉得无稽，但还是把口供记录下来。当天晚上，同僚告诉建业关炳文的口供不见了。当建业再次为关炳文录口供的时候，奇怪是他竟然承认自己在厕所偷窥，建业怀疑案件警察方子晴（邵美琪 饰）有关，决定追查下去。而方子晴则在女厕与建业的妻子（刘心悠 饰）见面，希望建业的妻子能阻止丈夫追查案件。
59,https://movie.douban.com/subject/6311983/,不明影像：绝对点击禁止 미확인 동영상 : 절대클릭금지,6.0,2357.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1070955816.jpg,金泰经,金泰经,朴宝英, 韩国, 韩语, 鍵到鬼(台) / 不明影像 / Don't Click,['恐怖'],93,2012.0,在网络监查科兼职的大学生俊赫，为了和生气的女友世熙（朴宝英 饰）重归于好，转而求助于女友的妹妹——高中女孩静美。静美是一个沉迷以来网络的时尚女孩，她答应帮助俊赫，条件是俊赫能帮她找一些网上封禁的稀奇古怪的视频。万般无奈，俊赫只得帮忙寻找，谁知却意外下载到一段诡异的视频。这段视频每次的文件名每次都会改变，每次打开后也会呈现不同的内容，甚至在看完之前都无法关闭。倒霉的静美似乎恰恰碰上了那个传说中的诅咒视频，在此之后，她的周围接连发生诡异事件。
60,https://movie.douban.com/subject/10535562/,突袭2：暴徒 The Raid 2: Berandal,8.0,46704.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2178368429.jpg,加雷斯·埃文斯,加雷斯·埃文斯,伊科·乌艾斯, 印度尼西亚 / 美国, 印度尼西亚语 / 日语 / 英语 / 阿拉伯语, 突击死亡塔2：黑金任务(港) / 全面突袭2：拳力进击(台) / 突袭2 / The Raid 2,"['剧情', '动作', '犯罪']",150,2014.0,罪恶横生的雅加达，警察和恶棍沆瀣一气，不分黑白。为了捣毁这根充满恶臭的利益链条，布纳瓦（Cok Simbara 饰）授意刚刚经历了一场血腥恶战的拉玛（伊科·乌艾斯 Iko Uwais 饰）潜入黑帮大佬班坤（Tio Pakusodewo 饰）的巢穴。此时班坤的儿子尤科（Arifin Putra 饰）正在监狱服刑，化名尤达的拉玛“获罪”入狱，并在连翻拼杀中博得尤科的信任。两年后，拉玛出狱加入班坤的组织，此时班坤与日本黑道后藤（远藤宪一 饰）相互勾结，城市另一边又有新崛起的贝乔（Alex Abbad 饰）一派野心勃勃。为了取得霸主地位，暴徒们在城市接连点燃战火，而心高气傲的尤科也试图建立超越父亲的霸业。
62,https://movie.douban.com/subject/1308993/,灵幻夹克 The Jacket,7.3,13617.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p863357651.jpg,约翰·梅布里,玛西·塔吉丁,艾德里安·布洛迪, 美国 / 德国, 英语, 颤栗时空 / 生死时空,"['剧情', '科幻', '悬疑', '惊悚']",103,2005.0,时空的转换，现在与未来的穿梭，都在杰克（亚德里安·布洛迪 Adrien Brody 饰）身上神奇的发生着。他本来是一个参与过海湾战争的美国军人。意外中弹令他丧失了记忆，成为一个失忆者。继而更倒霉的是，他被警方认作杀人疑犯拉回审讯。因为判定为精神疾病，杰克免于坐牢，只是被带到精神病院，作为某项科学实验的样品。
63,https://movie.douban.com/subject/26897427/,引爆者,6.4,24893.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2503142311.jpg,常征,李萌,段奕宏, 中国大陆, 汉语普通话, Explosion,"['动作', '犯罪']",106,2017.0,本片讲述了矿上的爆破工人赵旭东（段奕宏 饰）在一次矿难中侥幸逃生，却发现了这是一个巨大的阴谋。随着调查的深入，他也被逐渐卷入了漩涡中心。他的女友萧红（余男 饰）因此受到牵连成为人质，他的旧友徐警官（王景春 饰）也在追捕他的同时越陷越深。最后赵旭东在警方追捕下与当地幕后煤矿老板程飞（成泰燊 饰）及其手下，在危机重重的废弃工厂展开殊死搏斗！我的命，我说了算！
64,https://movie.douban.com/subject/24859895/,僵尸小屁孩 Cooties,5.6,1605.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2268389270.jpg,乔纳森·米洛特,伊安·布瑞南,伊利亚·伍德, 美国, 英语, 虱子,"['喜剧', '动作', '科幻', '恐怖']",88,2014.0,一种只在青春期前传染的病毒在校园蔓延，可爱的孩子变成吃人的恶魔，平日里懦弱的教师（伊利亚·伍德扮）不得不联合大家对抗这群失控的僵尸小孩。
66,https://movie.douban.com/subject/1308069/,尸骨无存 Cabin Fever,6.0,6153.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1411998691.jpg,伊莱·罗斯,伊莱·罗斯,莱德尔·斯特朗, 美国, 英语, 舱热症,"['惊悚', '恐怖']",91,2002.0,毕业在即，某大学5名好友：杰夫（乔伊·卡恩 Joey Kern 饰）、卡伦（乔登·蕾德 Jordan Ladd 饰）、保罗（雷德·斯壮 Rider Strong 饰）、玛茜（席瑞娜·文森 Cerina Vincent 饰）和伯特（詹姆斯·德贝洛 James DeBello 饰）相约远离城市喧嚣，一起来到深山中的小屋度假狂欢。但是他们的欢乐很快为恐慌所取代，在山上他们遇见一个血肉模糊、全身溃烂的男子。此后不久，卡伦的身上也出现类似症状，她似乎被之前那个男人身上的病毒所感染，很快便死于非命。死神遽然降临，这群年轻人的生命和友情受到莫大考验……
68,https://movie.douban.com/subject/26700713/,医生们 닥터스,7.1,25038.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2359309643.jpg,吴庆焕,河明熙,金来沅, 韩国, 韩语, 女流氓慧静 / 女流氓惠静 / 女痞子惠静 / Dakteoseu / Doctors,"['剧情', '爱情']", 60分钟,2016.0,刘慧静（朴信惠饰）曾是一个人人畏惧的女流氓，拳脚功夫了得的她曾因犯事而招来牢狱之灾。然而，监狱将是改变她人生轨迹的新起点。在监狱中，她明白了原本生活的错误，幡然醒悟的她决定痛改前非。于是，刑满释放后，头脑聪明的她决定发愤图强，砺志成为一个人人敬仰的女医生。而这个愿望也在数百个书不离手的日子后实现了。然而，身为女医生的惠静将面临着更为艰难的挑战。
70,https://movie.douban.com/subject/2999500/,七天 세븐데이즈,7.5,25576.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p642667992.jpg,元新渊,元新渊,金允珍, 韩国, 韩语, 七日 / 七日绑票令 / Seven Days,"['惊悚', '犯罪']",125,2007.0,女律师刘智妍（金允珍 饰）业务能力过人，保持着从未败诉的记录，她和女儿恩英一起生活，把所有的爱都倾注在后者身上。学校举办的运动会上，恩英在混乱的人流中被人绑走了。起初，刘智妍因为报警而遭到了绑匪的警告，第二天，刘智妍终于得知了绑匪的目的：他并非为钱，而是要求刘智妍为一个杀人嫌犯辩护。一个月前，一个年轻女子被人杀死在家中并遭弃尸，郑铁镇因为在现场留下了指纹和足迹成为最大嫌疑人，在一审中，郑铁镇被判死，眼下距离二审开庭只有四天时间，刘智妍找到深陷违纪案的小学同学金警官帮忙，迅速展开了对案情的调查，随着种种证据浮现，刘智妍发现此案确有蹊跷，而案件背后的隐情，更是只露出了冰山一角……
71,https://movie.douban.com/subject/2148391/,海尔兄弟,8.2,47725.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2405876167.jpg,刘左锋,张经平,唐亚男, 中国大陆, 汉语普通话, Haier Brothers,"['剧情', '儿童', '冒险']", 11分钟,1995.0,被智慧老人制造出来的海尔兄弟，即哥哥琴岛与弟弟海尔，和他们的小伙伴一起旅行冒险。从太平洋跨越到美洲、南极，又从澳洲来到非洲、欧洲，亚洲，最后回到起点。一路上饱览风景名胜的同时，也遇到各种各样的危险，身处不同的险境，在这当中亲身体验自然的神秘与美丽，了解它们背后的故事。可谓融地理、人文、历史等知识于一体。让观者在看的同时，既获得乐趣，又了解到相应的知识，可谓国产科普动画的代表作。
76,https://movie.douban.com/subject/10508876/,邻居 이웃사람,7.4,39125.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1600144202.jpg,金辉,金辉,金允珍, 韩国, 韩语, 恶邻拼图(台) / 住在隔壁的人 / 邻里人 / The Neighbors,"['剧情', '惊悚']",115,2012.0,城中发生连环凶杀案，每隔十天就有一人被杀，凶手将尸体装入旅行箱抛弃于荒郊。江山公寓202号的女孩就是第一个受害者，某日放学后突降暴雨，女孩搭乘邻居的车回家，岂料邻居竟然心怀不轨虐杀了小女孩。女孩的继母（金允珍 饰）为此十分内疚，经常幻觉女孩回到家中。为了掩盖自己的犯罪事实，凶手不放过任何一个对他有怀疑的人，事件演变为连环杀人案。这时，令凶手最为惶恐的是另一个女孩的出现，这个女孩竟与之前遇害的女孩长相极为相似，凶手一边计划着杀掉她，一边陷入心魔无法自拔……
79,https://movie.douban.com/subject/26726912/,少女椿,5.3,3795.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2324949354.jpg,托丽可,托丽可,中村里砂, 日本, 日语, Shôjo tsubaki,"['剧情', '恐怖']",90,2016.0,故事发生在繁华的大都市东京，十四岁的少女阿绿（中村里砂 饰）失去了唯一的亲人，孤苦无依的她在误打误撞之中走进了名为“赤猫座”的巡回马戏团中，就此拉开了悲惨人生的序幕。无处可去的阿绿在马戏团中受尽了众人的凌辱和折磨，沦为奴隶和佣人，日子过得苦不堪言，每一天都是地狱般的写照 。
80,https://movie.douban.com/subject/26382962/,美好的意外,5.6,15879.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2461293117.jpg,何蔚庭,哈智超,桂纶镁, 中国大陆, 汉语普通话, 美满人间 / 美好人生 / Beautiful Accident,"['喜剧', '奇幻']",105,2017.0,李雨燃（桂纶镁 饰）是一名律师，虽然过着形单影只的单身生活，但她对自己目前的生活状态感到非常满意，再过一段时间，她就将踏上出国深造的旅途，自信再次回到国内的，会是一个更优秀的自己。然而，让李雨燃没有想到的是，一场意外将她带到了一个名为命运中转站的奇妙地方，在那里，李雨燃体验了她从来也没有想象过的第二种人生。
81,https://movie.douban.com/subject/6070226/,极速蜗牛 Turbo,7.3,43094.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2121756712.jpg,大卫·索伦,达伦·莱姆克,瑞恩·雷诺兹, 美国, 英语, 极速TURBO(港) / 涡轮方程式(台),"['喜剧', '动画', '冒险']",96,2013.0,在某个普通的郊外住宅区青草丛内，生活着一群普普通通的菜园蜗牛。这群慢吞吞的小家伙安于现状，朝九晚五，躲避着人类和乌鸦等强大天敌的袭击，享受着来自大自然的馈赠。但是，在它们中间却有一个异想天开的家伙，它叫特伯（瑞恩·雷诺兹 Ryan Reynolds 配音），极度崇拜方程 式赛车手盖·盖尼耶，梦想能够体验风驰电掣所带来的无上快感。在一次意外事件过后，特伯的身体悄悄发生了变化，它拥有梦寐以求的极速，俨然成为一辆蜗牛赛车，并且盲打误撞被带入人类社会。
